temperature,humidity,gsr,pulse,label
28.5,92.0,309,4095,çok stresli
28.5,92.0,11,3369,çok stresli
28.5,92.0,304,4095,çok stresli
28.5,92.0,16,4095,çok stresli
28.5,93.0,308,4095,çok stresli
28.5,93.0,2,4095,çok stresli
28.5,93.0,304,4095,çok stresli
28.5,93.0,16,4095,çok stresli
28.5,93.0,325,4095,çok stresli
28.5,93.0,19,4095,çok stresli
28.5,93.0,308,4095,çok stresli
28.5,93.0,16,4095,çok stresli
28.5,93.0,311,4095,çok stresli
28.5,93.0,20,4095,çok stresli
28.5,94.0,305,4095,çok stresli
28.5,94.0,7,4095,çok stresli
28.5,94.0,304,4095,çok stresli
28.5,94.0,11,4095,çok stresli
28.5,94.0,304,4095,çok stresli
28.5,94.0,19,4095,çok stresli
28.5,95.0,311,4095,çok stresli
28.5,95.0,16,4095,çok stresli
28.5,95.0,317,4095,çok stresli
28.5,95.0,21,4095,çok stresli
28.5,95.0,307,4095,çok stresli
28.5,95.0,10,4095,çok stresli
28.5,95.0,310,4063,çok stresli
28.5,95.0,3,3463,çok stresli
28.5,95.0,305,4048,çok stresli
28.5,95.0,22,4066,çok stresli
28.5,95.0,309,4064,çok stresli
28.5,95.0,16,3756,çok stresli
28.5,95.0,301,3529,çok stresli
28.5,95.0,3,3138,çok stresli
28.5,95.0,310,4095,çok stresli
28.5,95.0,16,4076,çok stresli
28.5,95.0,309,4075,çok stresli
28.5,95.0,15,4079,çok stresli
28.5,95.0,310,4067,çok stresli
28.5,95.0,16,4078,çok stresli
28.5,95.0,304,4073,çok stresli
28.5,95.0,18,4075,çok stresli
27.1,74.0,273,4095,çok stresli
27.1,74.0,22,4095,çok stresli
27.1,73.0,352,947,çok stresli
27.1,73.0,20,4095,çok stresli
27.1,73.0,314,4095,çok stresli
27.1,73.0,18,4095,çok stresli
27.1,75.0,315,4095,çok stresli
27.1,75.0,0,2734,çok stresli
27.1,77.0,294,3017,çok stresli
27.1,77.0,14,3504,çok stresli
27.1,78.0,304,3361,çok stresli
27.1,78.0,13,3546,çok stresli
27.1,80.0,305,3542,çok stresli
27.1,80.0,17,3755,çok stresli
27.1,81.0,290,3007,çok stresli
27.1,81.0,4,3334,çok stresli
27.1,82.0,301,3367,çok stresli
27.1,82.0,1,3334,çok stresli
27.1,84.0,299,3446,çok stresli
27.1,84.0,13,3390,çok stresli
27.1,85.0,292,3443,çok stresli
27.1,85.0,7,3601,çok stresli
27.1,86.0,300,3664,çok stresli
27.1,86.0,10,3569,çok stresli
27.1,88.0,304,4095,çok stresli
27.1,88.0,17,4095,çok stresli
27.1,89.0,285,3071,çok stresli
27.1,89.0,0,3023,çok stresli
27.3,89.0,307,4095,çok stresli
27.3,89.0,0,2843,çok stresli
27.6,90.0,294,3111,çok stresli
27.6,90.0,58,3449,çok stresli
27.6,90.0,293,3418,çok stresli
27.6,90.0,18,4095,çok stresli
27.6,91.0,305,4095,çok stresli
27.6,91.0,0,3120,çok stresli
27.6,92.0,299,3810,çok stresli
27.6,92.0,7,3215,çok stresli
27.6,92.0,280,2765,çok stresli
27.6,92.0,0,3042,çok stresli
27.6,93.0,295,2771,çok stresli
27.6,93.0,93,4095,çok stresli
27.6,93.0,293,3552,çok stresli
27.6,93.0,6,3444,çok stresli
27.6,93.0,293,3459,çok stresli
27.6,93.0,5,3682,çok stresli
27.6,93.0,304,3699,çok stresli
27.6,93.0,5,3731,çok stresli
27.6,93.0,308,4095,çok stresli
27.6,93.0,17,4095,çok stresli
27.6,94.0,291,3851,çok stresli
27.6,94.0,0,2752,çok stresli
27.6,94.0,231,1602,çok stresli
27.6,94.0,22,4095,çok stresli
27.6,94.0,283,2768,çok stresli
27.6,94.0,9,3328,çok stresli
27.6,94.0,302,3728,çok stresli
27.6,94.0,15,3689,çok stresli
27.6,94.0,301,3705,çok stresli
27.6,94.0,12,3719,çok stresli
27.6,81.0,230,1873,rahat
27.6,81.0,0,1872,rahat
27.6,81.0,282,1886,rahat
27.6,81.0,0,1885,rahat
27.6,82.0,279,1893,rahat
27.6,82.0,0,1888,rahat
27.6,85.0,280,1942,rahat
27.6,85.0,0,1926,rahat
27.6,85.0,283,1893,rahat
27.6,85.0,0,1936,rahat
27.6,87.0,288,1866,rahat
27.6,87.0,0,1901,rahat
28.0,88.0,279,1936,rahat
28.0,88.0,0,1874,rahat
28.0,88.0,283,2128,rahat
28.0,88.0,0,1899,rahat
28.0,89.0,301,2579,rahat
28.0,89.0,0,2677,rahat
28.0,90.0,298,2861,rahat
28.0,90.0,0,3030,rahat
28.5,90.0,307,3008,rahat
28.5,90.0,0,2647,rahat
28.5,91.0,291,2686,rahat
28.5,91.0,0,2928,rahat
28.5,92.0,298,2707,rahat
28.5,92.0,0,2992,rahat
28.5,92.0,298,2851,rahat
28.5,92.0,0,2885,rahat
28.5,92.0,289,2657,rahat
28.5,92.0,0,2543,rahat
28.9,92.0,297,2530,rahat
28.9,92.0,0,1905,rahat
28.9,92.0,276,1899,rahat
28.9,92.0,0,1904,rahat
28.9,93.0,288,2286,rahat
28.9,93.0,0,2288,rahat
28.9,93.0,295,2394,rahat
28.9,93.0,0,2634,rahat
28.9,93.0,302,2423,rahat
28.9,93.0,0,2466,rahat
29.3,93.0,288,2500,rahat
29.3,93.0,0,2460,rahat
29.3,93.0,290,2500,rahat
29.3,93.0,0,1931,rahat
29.3,93.0,272,1894,rahat
29.3,93.0,0,1924,rahat
29.3,93.0,282,2478,rahat
29.3,93.0,0,1958,rahat
29.3,93.0,273,1929,rahat
29.3,93.0,0,1899,rahat
29.3,94.0,285,1931,rahat
29.3,94.0,0,1889,rahat
29.4,94.0,289,2107,rahat
29.4,94.0,0,1945,rahat
29.8,94.0,288,1877,rahat
29.8,94.0,0,1903,rahat
29.8,94.0,283,2062,rahat
29.8,94.0,0,2024,rahat
29.8,94.0,291,2144,rahat
29.8,94.0,0,2500,rahat
29.8,94.0,319,3621,rahat
29.8,94.0,17,3634,rahat
30.2,94.0,320,3709,rahat
30.2,94.0,16,3712,rahat
30.8,94.0,320,3745,rahat
30.8,94.0,11,3756,rahat
30.8,94.0,320,3776,rahat
30.8,94.0,17,3874,rahat
30.8,94.0,320,3782,rahat
30.8,94.0,9,3823,rahat
30.8,94.0,277,3775,rahat
30.8,94.0,7,3870,rahat
30.8,94.0,333,3766,rahat
30.8,94.0,12,3753,rahat
30.8,94.0,319,3637,rahat
30.8,94.0,21,3874,rahat
30.8,94.0,317,3661,rahat
30.8,94.0,16,3723,rahat
30.8,94.0,321,3313,rahat
30.8,94.0,16,3287,rahat
30.8,94.0,298,2067,rahat
30.8,94.0,11,3882,rahat
30.8,94.0,315,3205,rahat
30.8,94.0,16,3613,rahat
30.8,93.0,314,3718,rahat
30.8,93.0,9,3357,rahat
30.8,93.0,317,3632,rahat
30.8,93.0,13,3728,rahat
30.8,93.0,309,3343,rahat
30.8,93.0,0,2454,rahat
30.8,93.0,321,3840,rahat
30.8,93.0,10,3120,rahat
30.8,93.0,321,4095,rahat
30.8,93.0,16,4095,rahat
30.8,93.0,305,3082,rahat
30.8,93.0,0,2919,rahat
30.8,93.0,305,3024,rahat
30.8,93.0,0,2870,rahat
31.2,93.0,286,2490,rahat
31.2,93.0,0,2066,rahat
31.3,93.0,304,2959,rahat
31.3,93.0,16,4095,rahat
31.3,93.0,327,4095,rahat
31.3,93.0,19,3888,rahat
31.3,94.0,325,4095,rahat
31.3,94.0,10,4095,rahat
31.3,94.0,295,2166,rahat
31.3,94.0,23,4046,rahat
31.3,94.0,306,3041,rahat
31.3,94.0,11,3583,rahat
31.3,94.0,317,4095,rahat
31.3,94.0,0,1893,rahat
31.3,94.0,286,2559,rahat
31.3,94.0,0,3174,rahat
31.3,94.0,313,3088,rahat
31.3,94.0,0,2061,rahat
31.3,94.0,326,4095,rahat
31.3,94.0,17,4095,rahat
31.3,94.0,334,4095,rahat
31.3,94.0,14,4095,rahat
27.6,77.0,239,2559,stresli
27.6,77.0,0,2513,stresli
27.6,77.0,294,2502,stresli
27.6,77.0,0,2559,stresli
27.6,77.0,285,2559,stresli
27.6,77.0,0,2559,stresli
27.6,77.0,278,2559,stresli
27.6,77.0,0,2505,stresli
27.6,78.0,277,2495,stresli
27.6,78.0,1,2463,stresli
27.6,79.0,278,2141,stresli
27.6,79.0,0,2477,stresli
27.6,79.0,283,2430,stresli
27.6,79.0,0,2491,stresli
27.6,80.0,289,2585,stresli
27.6,80.0,0,2651,stresli
27.6,81.0,295,2546,stresli
27.6,81.0,0,2709,stresli
28.0,80.0,288,2630,stresli
28.0,80.0,0,1743,stresli
28.0,80.0,276,2256,stresli
28.0,80.0,0,2171,stresli
28.0,81.0,272,1791,stresli
28.0,81.0,0,1872,stresli
28.0,81.0,294,2365,stresli
28.0,81.0,0,2371,stresli
28.0,82.0,272,2350,stresli
28.0,82.0,0,2375,stresli
28.0,83.0,277,2411,stresli
28.0,83.0,0,2352,stresli
28.0,84.0,287,2416,stresli
28.0,84.0,0,2443,stresli
28.0,84.0,288,2415,stresli
28.0,84.0,0,2485,stresli
28.0,84.0,274,2445,stresli
28.0,84.0,0,2403,stresli
28.0,84.0,285,2517,stresli
28.0,84.0,0,2828,stresli
28.0,85.0,291,3037,stresli
28.0,85.0,0,3125,stresli
28.0,85.0,282,2064,stresli
28.0,85.0,0,3022,stresli
28.0,85.0,297,3056,stresli
28.0,85.0,0,3059,stresli
28.0,86.0,297,3127,stresli
28.0,86.0,2,2775,stresli
28.0,87.0,304,3177,stresli
28.0,87.0,0,2932,stresli
28.0,87.0,294,2816,stresli
28.0,87.0,0,2998,stresli
28.0,87.0,281,2959,stresli
28.0,87.0,0,2943,stresli
28.0,88.0,293,2914,stresli
28.0,88.0,0,2864,stresli
28.0,88.0,297,2993,stresli
28.0,88.0,0,2967,stresli
28.0,88.0,300,3088,stresli
28.0,88.0,0,3088,stresli
28.0,88.0,302,3113,stresli
28.0,88.0,0,3095,stresli
28.0,38.0,606,2927,çok stresli
28.0,38.0,263,2925,çok stresli
28.0,42.0,209,2928,çok stresli
28.0,42.0,0,2950,çok stresli
28.0,45.0,790,2901,çok stresli
28.0,45.0,571,2962,çok stresli
28.5,47.0,715,3004,çok stresli
28.5,47.0,235,2982,çok stresli
28.5,49.0,208,2960,çok stresli
28.5,49.0,0,2960,çok stresli
28.5,51.0,837,2963,çok stresli
28.5,51.0,587,2963,çok stresli
28.5,52.0,622,3024,çok stresli
28.5,52.0,166,3071,çok stresli
28.5,53.0,257,3029,çok stresli
28.5,53.0,16,3043,çok stresli
28.5,55.0,895,3055,çok stresli
28.5,55.0,608,3071,çok stresli
28.5,56.0,535,3110,çok stresli
28.5,56.0,110,3126,çok stresli
28.7,57.0,256,3066,çok stresli
28.7,57.0,15,3183,çok stresli
28.9,58.0,885,3145,çok stresli
28.9,58.0,605,3179,çok stresli
28.9,59.0,669,3205,çok stresli
28.9,59.0,260,3189,çok stresli
28.9,60.0,198,3169,çok stresli
28.9,60.0,0,3136,çok stresli
28.9,60.0,682,3123,çok stresli
28.9,60.0,433,3232,çok stresli
28.9,61.0,880,3181,çok stresli
28.9,61.0,511,3207,çok stresli
29.0,62.0,236,3213,çok stresli
29.0,62.0,0,3263,çok stresli
29.3,63.0,510,3215,çok stresli
29.3,63.0,258,3159,çok stresli
29.3,63.0,933,3249,çok stresli
29.3,63.0,593,3187,çok stresli
29.3,63.0,315,3243,çok stresli
29.3,63.0,0,3232,çok stresli
29.3,64.0,320,3171,çok stresli
29.3,64.0,80,3183,çok stresli
29.3,64.0,915,3232,çok stresli
29.3,64.0,597,3157,çok stresli
29.3,64.0,441,3201,çok stresli
29.3,64.0,38,3279,çok stresli
29.4,64.0,302,3167,çok stresli
29.4,64.0,48,3177,çok stresli
29.8,64.0,871,3202,çok stresli
29.8,64.0,617,3248,çok stresli
29.8,64.0,539,3209,çok stresli
29.8,64.0,123,3214,çok stresli
29.8,64.0,240,3149,çok stresli
29.8,64.0,0,3152,çok stresli
29.8,64.0,816,3152,çok stresli
29.8,64.0,577,3153,çok stresli
29.8,64.0,674,3278,çok stresli
29.8,64.0,255,3201,çok stresli
29.8,63.0,224,3131,çok stresli
29.8,63.0,0,3091,çok stresli
29.8,63.0,587,2555,çok stresli
29.8,63.0,225,2559,çok stresli
30.7,61.0,194,2559,çok stresli
30.7,61.0,0,2647,çok stresli
30.8,61.0,679,2559,çok stresli
30.8,61.0,417,2559,çok stresli
30.8,61.0,834,2619,çok stresli
30.8,61.0,511,2641,çok stresli
30.8,61.0,259,2613,çok stresli
30.8,61.0,0,2615,çok stresli
30.8,61.0,320,2598,çok stresli
30.8,61.0,18,2624,çok stresli
30.8,61.0,837,2607,çok stresli
30.8,61.0,547,2642,çok stresli
30.8,61.0,725,2633,çok stresli
30.8,61.0,426,2634,çok stresli
30.8,61.0,199,2597,çok stresli
30.8,61.0,0,2691,çok stresli
30.8,61.0,524,2663,çok stresli
30.8,61.0,261,2559,çok stresli
30.8,61.0,899,2607,çok stresli
30.8,61.0,560,2603,çok stresli
31.3,61.0,289,2559,çok stresli
31.3,61.0,0,2643,çok stresli
31.3,61.0,334,2650,çok stresli
31.3,61.0,39,2640,çok stresli
31.3,60.0,849,2603,çok stresli
31.3,60.0,552,2621,çok stresli
31.3,60.0,624,2614,çok stresli
31.3,60.0,289,2622,çok stresli
31.3,60.0,181,2589,çok stresli
31.3,60.0,0,2592,çok stresli
31.3,60.0,555,2541,çok stresli
31.3,60.0,288,2559,çok stresli
31.3,60.0,885,2639,çok stresli
31.3,60.0,574,2593,çok stresli
31.3,60.0,359,2608,çok stresli
31.3,60.0,29,2614,çok stresli
31.3,60.0,244,2583,çok stresli
31.3,60.0,0,2583,çok stresli
31.3,59.0,752,2609,çok stresli
31.3,59.0,479,2586,çok stresli
31.3,59.0,752,2605,çok stresli
31.3,59.0,448,2603,çok stresli
31.3,59.0,197,2592,çok stresli
31.3,59.0,0,2609,çok stresli
31.3,58.0,417,2554,çok stresli
31.3,58.0,142,2559,çok stresli
31.8,58.0,875,2593,çok stresli
31.8,58.0,586,2581,çok stresli
31.8,58.0,557,2591,çok stresli
31.8,58.0,208,2544,çok stresli
31.8,58.0,180,2489,çok stresli
31.8,58.0,0,2451,çok stresli
31.8,57.0,579,2448,çok stresli
31.8,57.0,311,2422,çok stresli
31.8,59.0,851,2475,çok stresli
31.8,59.0,542,2458,çok stresli
31.8,59.0,125,2437,çok stresli
31.8,59.0,0,2449,çok stresli
31.3,52.0,709,3423,çok stresli
31.3,52.0,466,3191,çok stresli
31.3,54.0,994,3181,çok stresli
31.3,54.0,663,3090,çok stresli
31.3,56.0,381,3287,çok stresli
31.3,56.0,48,3376,çok stresli
31.3,58.0,273,3393,çok stresli
31.3,58.0,0,3376,çok stresli
31.3,59.0,909,3667,çok stresli
31.3,59.0,617,3559,çok stresli
31.3,61.0,858,3440,çok stresli
31.3,61.0,553,3386,çok stresli
31.3,62.0,249,3639,çok stresli
31.3,62.0,0,3393,çok stresli
31.3,64.0,494,3520,çok stresli
31.3,64.0,241,3658,çok stresli
31.3,65.0,1045,3922,çok stresli
31.3,65.0,721,3790,çok stresli
31.3,66.0,601,3856,çok stresli
31.3,66.0,242,3966,çok stresli
31.3,67.0,223,4095,çok stresli
31.3,67.0,0,4095,çok stresli
31.3,68.0,771,3904,çok stresli
31.3,68.0,467,3952,çok stresli
31.3,69.0,1003,4089,çok stresli
31.3,69.0,694,4095,çok stresli
31.3,70.0,444,4095,çok stresli
31.3,70.0,150,4095,çok stresli
31.3,70.0,240,4095,çok stresli
31.3,70.0,0,4095,çok stresli
31.3,71.0,585,4095,çok stresli
31.3,71.0,164,4095,çok stresli
31.3,71.0,965,4095,çok stresli
31.3,71.0,621,4095,çok stresli
31.3,71.0,947,4095,çok stresli
31.3,71.0,663,4095,çok stresli
31.3,71.0,419,4095,çok stresli
31.3,71.0,192,4095,çok stresli
31.3,72.0,224,4095,çok stresli
31.3,72.0,0,4095,çok stresli
31.3,73.0,454,4095,çok stresli
31.3,73.0,87,4095,çok stresli
31.3,73.0,922,4095,çok stresli
31.3,73.0,591,4095,çok stresli
31.3,74.0,1008,4095,çok stresli
31.3,74.0,693,4095,çok stresli
31.3,75.0,614,4095,çok stresli
31.3,75.0,398,4071,çok stresli
31.3,75.0,235,3835,çok stresli
31.3,75.0,0,3845,çok stresli
31.7,77.0,336,3920,çok stresli
31.7,77.0,0,4095,çok stresli
31.8,78.0,756,4095,çok stresli
31.8,78.0,347,4095,çok stresli
31.8,79.0,998,4095,çok stresli
31.8,79.0,671,4095,çok stresli
31.8,79.0,861,4094,çok stresli
31.8,79.0,624,4095,çok stresli
31.8,79.0,389,4095,çok stresli
31.8,79.0,140,4095,çok stresli
31.8,79.0,238,4095,çok stresli
31.8,79.0,0,4095,çok stresli
31.3,81.0,543,4095,çok stresli
31.3,81.0,120,4095,çok stresli
31.3,80.0,919,4095,çok stresli
31.3,80.0,581,4095,çok stresli
31.3,79.0,1008,4095,çok stresli
31.3,79.0,726,4095,çok stresli
31.3,79.0,624,4095,çok stresli
31.3,79.0,413,4095,çok stresli
31.3,78.0,243,4095,çok stresli
31.3,78.0,0,4095,çok stresli
31.3,77.0,293,4095,çok stresli
31.3,77.0,0,4095,çok stresli
31.3,76.0,657,4095,çok stresli
31.3,76.0,238,4095,çok stresli
31.3,75.0,983,4095,çok stresli
31.3,75.0,619,4095,çok stresli
31.3,75.0,977,4095,çok stresli
31.3,75.0,718,4095,çok stresli
31.0,73.0,694,4095,çok stresli
31.0,73.0,503,4095,çok stresli
30.8,72.0,304,4095,çok stresli
30.8,72.0,87,4095,çok stresli
30.8,71.0,217,4095,çok stresli
30.8,71.0,0,4095,çok stresli
30.8,71.0,493,4095,çok stresli
30.8,71.0,89,4095,çok stresli
30.8,71.0,880,4095,çok stresli
30.8,71.0,485,4095,çok stresli
30.8,71.0,1009,4095,çok stresli
30.8,71.0,689,4095,çok stresli
30.8,70.0,809,4095,çok stresli
30.8,70.0,574,4095,çok stresli
30.8,70.0,359,4095,çok stresli
30.8,70.0,132,4095,çok stresli
30.8,70.0,233,4095,çok stresli
30.8,70.0,0,4095,çok stresli
30.8,70.0,442,4095,çok stresli
30.8,70.0,75,4095,çok stresli
30.8,70.0,896,4095,çok stresli
30.8,70.0,509,4095,çok stresli
30.8,69.0,1040,4095,çok stresli
30.8,69.0,710,4095,çok stresli
30.8,69.0,767,4095,çok stresli
30.8,69.0,539,4095,çok stresli
30.8,68.0,343,4095,çok stresli
30.8,68.0,109,4095,çok stresli
30.8,68.0,214,4095,çok stresli
30.8,68.0,0,4095,çok stresli
30.8,67.0,445,4095,çok stresli
30.8,67.0,97,4095,çok stresli
30.8,67.0,927,4095,çok stresli
30.8,67.0,561,4095,çok stresli
30.8,67.0,1021,4095,çok stresli
30.8,67.0,720,4095,çok stresli
30.8,67.0,592,4095,çok stresli
30.8,67.0,353,4095,çok stresli
30.8,66.0,240,4095,çok stresli
30.8,66.0,0,4095,çok stresli
30.2,37.0,400,4095,stresli
30.2,37.0,75,4095,stresli
30.2,36.0,975,4095,stresli
30.2,36.0,620,4095,stresli
30.2,36.0,1126,4095,stresli
30.2,36.0,801,4095,stresli
30.2,36.0,722,4095,stresli
30.2,36.0,417,4095,stresli
30.2,36.0,240,4095,stresli
30.2,36.0,0,4095,stresli
30.2,39.0,293,4095,stresli
30.2,39.0,0,4095,stresli
30.2,44.0,729,4095,stresli
30.2,44.0,432,4095,stresli
30.2,48.0,1010,4095,stresli
30.2,48.0,709,4095,stresli
30.2,52.0,682,4095,stresli
30.2,52.0,417,4095,stresli
30.2,56.0,234,4095,stresli
30.2,56.0,0,4095,stresli
30.2,59.0,371,4095,stresli
30.2,59.0,73,4095,stresli
30.2,61.0,927,4095,stresli
30.2,61.0,625,4095,stresli
30.2,63.0,833,4095,stresli
30.2,63.0,576,4095,stresli
30.2,66.0,288,4095,stresli
30.2,66.0,0,4095,stresli
30.2,67.0,332,4095,stresli
30.2,67.0,48,4095,stresli
30.2,68.0,882,4095,stresli
30.2,68.0,596,4095,stresli
30.2,69.0,907,4095,stresli
30.2,69.0,617,4095,stresli
30.2,69.0,368,4095,stresli
30.2,69.0,104,4095,stresli
30.2,70.0,209,4095,stresli
30.2,70.0,0,4095,stresli
30.2,71.0,592,4095,stresli
30.2,71.0,260,4095,stresli
30.2,71.0,957,4095,stresli
30.2,71.0,647,4095,stresli
30.2,71.0,736,4095,stresli
30.2,71.0,478,4095,stresli
30.2,71.0,238,4095,stresli
30.2,71.0,0,4095,stresli
30.2,71.0,304,4095,stresli
30.2,71.0,0,4095,stresli
30.2,72.0,752,4095,stresli
30.2,72.0,438,4095,stresli
30.2,72.0,976,4095,stresli
30.2,72.0,671,4095,stresli
30.2,72.0,528,4095,stresli
30.2,72.0,204,4095,stresli
30.2,73.0,208,4095,stresli
30.2,73.0,0,4095,stresli
30.2,73.0,511,4095,stresli
30.2,73.0,236,4095,stresli
30.2,73.0,971,4095,stresli
31.3,38.0,211,1820,rahat
31.3,38.0,0,1824,rahat
31.3,36.0,267,1761,rahat
31.3,36.0,0,1846,rahat
31.3,35.0,263,1827,rahat
31.3,35.0,0,1795,rahat
31.8,33.0,273,1810,rahat
31.8,33.0,0,1803,rahat
31.8,32.0,270,1808,rahat
31.8,32.0,0,1813,rahat
31.8,31.0,269,1821,rahat
31.8,31.0,0,1826,rahat
31.8,29.0,269,1843,rahat
31.8,29.0,0,1870,rahat
31.8,28.0,269,1872,rahat
31.8,28.0,0,1879,rahat
31.8,27.0,270,1886,rahat
31.8,27.0,0,1888,rahat
31.8,26.0,272,1889,rahat
31.8,26.0,0,1888,rahat
31.8,25.0,274,1887,rahat
31.8,25.0,0,1889,rahat
31.8,24.0,272,1887,rahat
31.8,24.0,0,1887,rahat
31.8,24.0,271,1879,rahat
31.8,24.0,0,1885,rahat
31.8,23.0,271,1887,rahat
31.8,23.0,0,1879,rahat
31.8,22.0,271,1882,rahat
31.8,22.0,0,1884,rahat
31.8,22.0,270,1886,rahat
31.8,22.0,0,1885,rahat
31.8,21.0,269,1887,rahat
31.8,21.0,0,1889,rahat
31.8,21.0,269,1886,rahat
31.8,21.0,0,1887,rahat
31.8,21.0,272,1888,rahat
31.8,21.0,0,1892,rahat
31.3,21.0,262,1885,rahat
31.3,21.0,0,1883,rahat
31.3,21.0,266,1889,rahat
31.3,21.0,0,1889,rahat
31.3,21.0,266,1885,rahat
31.3,21.0,0,1876,rahat
31.3,21.0,262,1878,rahat
31.3,21.0,0,1882,rahat
31.3,19.0,265,1872,rahat
31.3,19.0,0,1871,rahat
31.3,19.0,272,1863,rahat
31.3,19.0,0,1872,rahat
31.3,18.0,272,1872,rahat
31.3,18.0,0,1872,rahat
31.3,18.0,270,1872,rahat
31.3,18.0,0,1881,rahat
31.3,18.0,272,1883,rahat
31.3,18.0,0,1887,rahat
31.3,18.0,272,1888,rahat
31.3,18.0,0,1890,rahat
31.3,18.0,272,1886,rahat
31.3,18.0,0,1892,rahat
31.3,18.0,270,1888,rahat
31.3,18.0,0,1887,rahat
31.3,17.0,269,1888,rahat
31.3,17.0,0,1889,rahat
31.3,17.0,272,1881,rahat
31.3,17.0,0,1892,rahat
31.3,17.0,271,1891,rahat
31.3,17.0,0,1892,rahat
31.3,17.0,271,1891,rahat
31.3,17.0,0,1895,rahat
31.3,17.0,271,1890,rahat
31.3,17.0,0,1889,rahat
31.3,17.0,270,1887,rahat
31.3,17.0,0,1889,rahat
31.3,17.0,270,1888,rahat
31.3,17.0,0,1886,rahat
31.3,17.0,269,1890,rahat
31.3,17.0,0,1885,rahat
31.3,17.0,272,1878,rahat
31.3,17.0,0,1877,rahat
31.3,17.0,270,1879,rahat
31.3,17.0,0,1879,rahat
31.3,17.0,258,1879,rahat
31.3,17.0,0,1881,rahat
31.3,17.0,277,1879,rahat
31.3,17.0,0,1878,rahat
31.1,17.0,271,1874,rahat
31.1,17.0,0,1879,rahat
30.8,17.0,262,1877,rahat
30.8,17.0,0,1874,rahat
30.8,17.0,261,1872,rahat
30.8,17.0,0,1873,rahat
30.8,17.0,272,1877,rahat
30.8,17.0,0,1877,rahat
30.8,17.0,268,1874,rahat
30.8,17.0,89,1878,rahat
30.8,17.0,241,1873,rahat
30.8,17.0,0,1877,rahat
30.8,17.0,272,1882,rahat
30.8,17.0,0,1873,rahat
30.8,17.0,274,1872,rahat
30.8,17.0,0,1497,rahat
30.8,17.0,291,1760,rahat
30.8,17.0,0,1941,rahat
30.8,17.0,270,1708,rahat
30.8,17.0,0,1900,rahat
30.8,17.0,272,1926,rahat
30.8,17.0,0,1890,rahat
30.8,17.0,271,1900,rahat
30.8,17.0,0,1949,rahat
30.8,17.0,272,1905,rahat
30.8,17.0,0,1908,rahat
30.8,17.0,273,1861,rahat
30.8,17.0,0,1890,rahat
30.8,17.0,273,1923,rahat
30.8,17.0,0,1936,rahat
30.8,17.0,271,1794,rahat
30.8,17.0,0,1895,rahat
30.8,17.0,269,1919,rahat
30.8,17.0,0,1941,rahat
30.8,17.0,268,1970,rahat
30.8,17.0,0,1934,rahat
30.8,17.0,269,1962,rahat
30.8,17.0,0,1963,rahat
30.8,17.0,275,2253,rahat
30.8,17.0,0,1907,rahat
30.8,17.0,272,1937,rahat
30.8,17.0,0,1978,rahat
30.8,17.0,272,1917,rahat
30.8,17.0,0,1763,rahat
30.8,17.0,276,2109,rahat
30.8,17.0,0,1862,rahat
30.8,17.0,272,1921,rahat
30.8,17.0,0,1712,rahat
30.8,17.0,265,1734,rahat
30.8,17.0,0,1855,rahat
30.8,17.0,267,1856,rahat
30.8,17.0,0,1830,rahat
30.8,17.0,269,2014,rahat
30.8,17.0,0,1870,rahat
30.8,17.0,270,1751,rahat
30.8,17.0,0,1862,rahat
30.8,17.0,261,1556,rahat
30.8,17.0,0,1923,rahat
30.8,17.0,272,1983,rahat
30.8,17.0,0,1808,rahat
30.8,17.0,273,1856,rahat
30.8,17.0,0,1917,rahat
30.8,17.0,270,1854,rahat
30.8,17.0,0,1555,rahat
30.8,17.0,266,1703,rahat
30.8,17.0,0,1311,rahat
30.8,17.0,259,1350,rahat
30.8,17.0,0,1851,rahat
30.8,17.0,274,1974,rahat
30.8,17.0,0,1909,rahat
30.8,17.0,272,1892,rahat
30.8,17.0,0,1915,rahat
30.8,17.0,272,2018,rahat
30.8,17.0,0,2071,rahat
30.8,17.0,268,1888,rahat
30.8,17.0,0,1904,rahat
30.8,17.0,270,1889,rahat
30.8,17.0,0,1904,rahat
30.8,17.0,272,1863,rahat
30.8,17.0,0,1872,rahat
30.8,17.0,270,1822,rahat
30.8,17.0,0,1868,rahat
30.8,17.0,272,1895,rahat
30.8,17.0,0,1883,rahat
30.8,17.0,272,1921,rahat
30.8,17.0,0,2029,rahat
30.8,17.0,272,2038,rahat
30.8,17.0,0,2069,rahat
30.8,17.0,271,1984,rahat
30.8,17.0,0,1888,rahat
30.8,17.0,272,1927,rahat
30.8,17.0,0,2047,rahat
30.8,17.0,270,2033,rahat
30.8,17.0,0,1903,rahat
30.8,17.0,266,1923,rahat
30.8,17.0,0,1910,rahat
30.8,17.0,272,1909,rahat
30.8,17.0,0,1919,rahat
30.8,17.0,272,1900,rahat
30.8,17.0,0,1856,rahat
30.8,17.0,272,1905,rahat
30.8,17.0,0,1904,rahat
30.8,17.0,272,1904,rahat
30.8,17.0,0,1910,rahat
30.8,17.0,272,1901,rahat
30.8,17.0,0,1903,rahat
30.8,17.0,274,1904,rahat
30.8,17.0,0,1906,rahat
30.8,17.0,272,1902,rahat
30.8,17.0,0,1903,rahat
30.8,17.0,272,1903,rahat
30.8,17.0,0,1902,rahat
30.8,17.0,272,1904,rahat
30.8,17.0,0,1901,rahat
